job_id,date,title,text,url
1131083,2026-04-12,Senior IAM Engineer,"Senior IAM Engineer. About IonQ: IonQ, Inc . [NYSE: IONQ] is the worldâs leading quantum platform and merchant supplier - delivering integrated quantum solutions across computing, networking, sensing, and security. IonQâs newest generation of quantum computers, the IonQ Tempo, is the latest in a line of cutting-edge systems that have been helping customers and partners including Amazon Web Services, and AstraZeneca achieve 20x performance results and accelerate innovation in drug discovery Please mention the word **DAUNTLESS** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-iam-engineer-ionq-1131083
1131082,2026-04-12,Machine Learning Engineer,"Machine Learning Engineer. About Radformation Radformation is transforming the way cancer clinics deliver care. Our innovative software automates and standardizes radiation oncology workflows, enabling clinicians to plan and deliver treatments faster, safer, and more consistently, so patients everywhere can receive the same high-quality care. Our software focuses on three key areas: Time savings through automation. Error reduction through automated systems. Increased quality care through advanced algorithms and workflows. We are a fully remote, mission-driven team united by a shared goal: to reduce cancerâs global impact and help save more of the 10 million lives it claims each year. Every line of code, every product release, and every conversation with our customers brings us closer to ensuring no patientâs treatment quality depends on where they live. Why This Role Matters In this role you will help advance Radformationâs AI-driven radiotherapy products by building and improving machine learning models that directly impact clinical workflows and patient outcomes. You will work closely with AI, cloud, research, and product teams to develop scalable data pipelines, improve model performance, and support regulatory submissions for medical device software. Responsibilities Include: Design, build, and maintain robust ETL pipelines to support AI model development and deployment. Develop, train, and optimize machine learning models used in radiotherapy software. Collaborate with product and research teams to bring new AI-driven features and algorithms into production. Support FDA submissions by contributing to documentation, validation, and regulatory processes. Participate in design reviews, risk analyses, and cross-functional discussions to ensure safe and effective products. Mentor junior engineers and data scientists and contribute to a collaborative team environment. Required Experience: MS in Computer Science, Mathematics, Statistics, or a related field with 3+ years of experience. Expert-level proficiency in Python. Hands-on experience building, training, and tuning machine learning models. Strong experience with PyTorch and/or TensorFlow. Experience developing convolutional neural networks, including U-Net architectures. Experience using Git and modern code repositories (GitHub, Bitbucket, Azure DevOps, etc.). Preferred Experience: Experience with medical imaging and image processing techniques (segmentation, resampling, smoothing). Familiarity with clinical data standards such as DICOM or HL7. Experience working in regulated environments (HIPAA, FDA, or medical device software). Experience with modern AI-assisted development tools (e.g., Cursor, Claude Code, Codex). AI & Hiring Integrity At Radformation we believe AI can be an incredible tool for innovation, but our hiring process is all about getting to know you, your skills, experience, and unique approach to problem solving. We ask that all interviews and assessments be completed without tools that generate answers in real time. This helps ensure a fair process for everyone and allows us to see your authentic work. Using such tools during the process may affect your candidacy. Benefits & Perks â What Makes Us RAD We care about our people as much as we care about our mission. We offer competitive compensation, benefits, and the opportunity to make an impact in the fight against cancer. The salary range for this role is $160,000 - $200,000 USD base, plus bonus eligibility. For US teammates (via TriNet): Health & Wellness Multiple high-quality medical plan options with substantial employer contributions toward premiums, often covering the full cost depending on the plan selected. Health coverage starting on day one Short-term and long-term disability and supplementary life insurance Financial & Professional Growth 401(k) with employer match vested immediately Annual reimbursement for professional memberships Conference attendance and continued learning opportunities Work-Life Balance & Perks Self-managed PTO and 10 paid holidays Monthly internet stipend Company-issued laptop and one-time home office setup stipend Fully remote work environment with virtual events and yearly retreats, because we like to have fun while doing work that matters For global teammates (via Deel): At Radformation, we want every team member to feel supported, no matter where they live. For teammates outside the US, we provide benefits that align with local laws and standards, working with our Employer of Record (EOR) partners to ensure fairness and equity. This means your benefits package will be locally compliant, competitive, and designed to support your health, financial security, and work-life balance. Our Commitment to Diversity Cancer affects people from every walk of life, and we believe our team should reflect that diversity. Radformation is proud to be an equal opportunity workplace and an affirmative action employer. We welcome candidates from all backgrounds and are committed to fostering an inclusive environment for all employees. Agency & Candidate Safety Notice Radformation does not accept unsolicited resumes from agencies without a signed agreement in place. We do not partner with third-party recruiters unless explicitly stated. All legitimate communication from Radformation will come from an @radformation.com email address. If you receive outreach from another domain or via unofficial channels, please contact careers@radformation.com . \n \n Please mention the word **EBULLIENTLY** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-machine-learning-engineer-radformation-1131082
1131081,2026-04-12,Senior Engineer Platform Devops,"Senior Engineer Platform Devops. We are looking for a self-taught builder with strong communication skills, great people synergy, and the ability to thrive in highly dynamic environments. You do not need to be a programmer at heart, but you do need to be comfortable reading code, understanding how systems behave, and translating technical complexity into practical decisions. Our mission needs someone who can combine infrastructure thinking, security awareness, AI fluency, and operational excellence to help us design, scale, and protect critical systems. If Kubernetes, cloud architecture, automation, and intelligent tooling are part of how you think, this is your stage. \n What you will be doing Design and evolve Kubernetes architectures across multi-cluster environments Build and improve platform foundations involving networking, storage, scalability, and resilience Manage and standardize deployments using Helm Charts, Kustomize, and GitOps practices Provision and maintain infrastructure using Terraform Drive performance tuning and security hardening across clusters and workloads Support cloud-native environments on GCP with a strong architecture mindset Help define and improve networking and security architecture for distributed systems Work with AI beyond simple chat assistant usage, applying it as a practical accelerator for analysis, operations, and problem-solving Create and maintain development and operational scripts to improve efficiency and reliability Read and interpret code when needed to troubleshoot behavior, assess risks, and collaborate with engineering teams Communicate clearly across technical and non-technical stakeholders, building trust and strong collaboration across teams What You Need To Succeed Knowledge of Kubernetes and cloud infrastructure Solid understanding of security, networking, and distributed systems Experience with Terraform, GitOps, and infrastructure automation Familiarity with Helm Charts and Kustomize Practical use of AI as a real work tool, beyond simple chat interactions Ability to read and interpret code for troubleshooting and technical decision-making Excellent communication skills and a highly autonomous, self-learning mindset Who you are Someone curious, resourceful, and self-taught Someone who enjoys solving hard problems with people, not just with tools Someone who can connect platform, infrastructure, security, and AI into practical outcomes Someone who brings clarity, ownership, and strong collaboration to complex environments \n The Future We See At CloudWalk, we envision a future where AI empowers every field to reach new heights. We believe the next generation of infrastructure will be more intelligent, more secure, and more adaptive and that the people building it must be just as versatile. Join us at CloudWalk, where we are not just tech solutions; we are building a smarter, AI-driven future for payments and credit together. Please mention the word **REVIVE** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-engineer-platform-devops-cloudwalk-1131081
1131075,2026-04-12,Operations Engineer Kuala Lumpur,"Operations Engineer Kuala Lumpur. ABOUT YOU We are looking for an Operations Engineer who is technically curious, detail-oriented, a strong communicator, and proactive to join our Global Technical Operations (GTO) team. The best candidate will be someone who thrives in a fast-paced, highly collaborative, and exceptionally dynamic setting and is excited to monitor and investigate production issues across a global platform, help improve how we detect and respond to incidents, analyze trends and patterns in production data, and contribute to better communication with partners and stakeholders during incidents. Strong troubleshooting skills, observability platform experience, and scripting ability are essential, along with experience in SRE, DevOps, production operations, or NOC environments supporting high-availability platforms (payments, e-commerce, SaaS, or gaming). The ability to communicate clearly and effectively in English â both written and verbal â when writing incident updates, shift handoffs, and status page communications will be key to your success in this role. If you're passionate about keeping critical systems running and continuously improving operational processes and love being the first to spot issues and the one who drives them to resolution for game developers and players worldwide, we would love to hear from you! Operations Engineer, Kuala Lumpur ABOUT US Xsolla is a global commerce company with robust tools and services to help developers solve the inherent challenges of the video game industry. From indie to AAA, companies partner with Xsolla to help them fund, distribute, market, and monetize their games. Grounded in the belief in the future of video games, Xsolla is resolute in the mission to bring opportunities together, and continually make new resources available to creators. Headquartered and incorporated in Los Angeles, California, Xsolla operates as the merchant of record and has helped over 1,500+ game developers to reach more players and grow their businesses around the world. With more paths to profits and ways to win, developers have all the things needed to enjoy the game. For more information, visit xsolla.com . \n Responsibilities: Serve as the primary dashboard monitor during your shift â continuously watch the GTO Operational Dashboard in Datadog, detect anomalies by correlating signals across APM, logs, metrics, synthetic tests, and Real User Monitoring, and determine whether alerts warrant an incident ticket or can be resolved through immediate investigation. Triage and investigate production incidents â create incident tickets in JIRA Service Management, perform initial technical investigation using Datadog (traces, logs, infrastructure and application metrics), determine blast radius and likely root cause domain, and route to the correct team (Product SRE, Infrastructure SRE, or Engineering) using the smart routing model. Own lower-severity incidents end-to-end from detection through resolution â diagnose, execute runbook procedures, and resolve without escalation where possible. Escalate promptly when an incident is unresolved within defined thresholds or requires a code-level fix. Support the TSO Lead during major incidents as the technical right hand in the war room â surface real-time data (error rates, impact scope, deployment history, related alerts), maintain the incident ticket with live timeline entries and linked evidence, and execute mitigation actions as directed. Draft incident communications under TSO Lead direction, including internal Slack updates, stakeholder notifications, and customer-facing status page updates (status.xsolla.com). Support clear, timely communication throughout the incident lifecycle. During non-incident periods, analyze incident trends, recurring issues, and production bugs â compile data from Datadog, JIRA, and Slack, identify patterns, and contribute findings to regular reports for product and engineering teams. Publish health reports of critical apps periodically. Compile incident timelines and draft initial PIR documents for Post-Incident Review preparation. Track PIR action items post-session and flag overdue items to the TSO Lead. Build and maintain operational automation (alert enrichment scripts, incident templates, Slack workflows, dashboard widgets) and contribute to runbook development â documenting new resolution procedures so they can be repeated by any Operations Engineer on any shift. Conduct structured shift handoffs covering active incidents, at-risk services, upcoming deployments, and follow-up items. Participate in knowledge transfer sessions with SREs to continuously expand independent resolution capability. Cover for the TSO Lead during vacations, absences, or emergencies â including severity classification, escalation decisions, stakeholder communications, and basic Incident Commander functions. Qualifications: 4+ years of experience in SRE, DevOps, production operations, NOC, or technical operations in a high-availability environment. Experience with platforms that handle payments, e-commerce, SaaS, or gaming workloads is preferred. Strong troubleshooting and investigation skills â ability to take an alert or user-reported symptom and methodically trace it through the stack: application logs, APM traces, infrastructure metrics, database queries, and network paths. Hands-on experience with Datadog (or equivalent observability platform: Grafana, Splunk, New Relic, Elastic) â navigating APM, building log queries, reading infrastructure dashboards, interpreting SLO burn rates, and configuring monitors and alerts. Proficiency in at least one scripting language: Python, Go, or Bash. You will write automation scripts, build operational tooling, and work with APIs. Clear written and verbal communication skills in English â ability to write incident tickets, investigation notes, Slack updates, shift handoff reports, status page communications, and PIR drafts that are clear, concise, and useful to both technical and non-technical audiences. Working knowledge of Kubernetes and cloud infrastructure (GCP preferred, AWS/Azure acceptable) â understanding of pods, deployments, services, ingress, node health, and how to investigate Kubernetes-related production issues. Understanding of SLOs, error budgets, and burn-rate alerting â knowing what a multi-window burn-rate alert means, how error budgets deplete, and how SLO breaches translate into incident severity. Experience with incident management tooling: JIRA or JIRA Service Management, PagerDuty or OpsGenie, Slack, and Confluence. Experience with or strong interest in AI/ML-assisted operations: anomaly detection, alert correlation, predictive monitoring, or automated remediation. Comfort with 24x7 shift-based operations as part of a follow-the-sun model with handoff overlaps. Weekend on-call (rotating) is required. Nice to have: Experience in the gaming, payments, or fintech industry â particularly environments where transaction processing, checkout flows, or player-facing services must meet strict uptime requirements. Familiarity with Datadog Service Catalog, synthetic monitoring, and RUM (Real User Monitoring). Experience with distributed systems debugging: tracing failures across microservices, understanding cascading failures, and reading distributed traces end-to-end. Exposure to database operations (MySQL, PostgreSQL, Redis, Kafka) at a level sufficient to investigate connection pool exhaustion, replication lag, slow queries, or queue backlogs during incidents. Familiarity with CI/CD pipelines and deployment tooling (GitLab CI, ArgoCD, Helm) â enough to correlate recent deployments with production issues and identify rollback targets. JIRA Service Management administration experience: workflows, automation rules, SLA timers, and queues. ITIL Foundation certification is a plus but not required â practical experience matters more. \n RM144,000 - RM216,000 a year \n BENEFITS Convenient work tools Latest Mac workplaces + additional hardware to make you more effective at work Google Chat, Gmail, Google Drive, Confluence, Jira, GitLab Professional growth Free trainings and participation in specialized conferences Rich knowledge exchange within the company More perks Health insurance (Medical, dental and optical)- Employee and dependants Flexible hours: organize your day according to your needs and sprint & teamwork demands No dress code Comfortable and new office environment The duties of this position may change from time to time so the individual and organization can achieve their results. This job description is intended to describe the general level of work being performed. It is not intended to be all-inclusive. By submitting your application, you consent to Xsolla conducting background checks, where permitted by law, after the final interview stage. All checks will comply with local regulations, and your information will be handled confidentially. Xsolla KL Sdn Bhd takes your privacy very seriously, and will not sell or externally distribute any data received during the hiring process. Pursuant to the Personal Data Protection Act 2010 (""PDPA""), Xsolla KL Sdn Bhd is mindful and committed to the protection of your personal information and your privacy. Please direct any inquiries regarding your data privacy to careers@xsolla.com . For more vacancies: Careers | Xsolla Please mention the word **PROVING** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-operations-engineer-kuala-lumpur-xsolla-1131075
1131072,2026-04-12,Xsolla Senior Full stack Engineer,"Xsolla Senior Full stack Engineer. ABOUT YOU We are looking for a Senior Full-Stack Engineer who is innovative, detail-oriented, and highly collaborative to join our Engineering team. The best candidate will be someone who thrives in a fast-paced, highly collaborative, and exceptionally dynamic setting and is excited to build end-to-end solutions, design scalable architectures, and drive performance and reliability across both frontend and backend systems. Strong proficiency in React and modern frontend development practices, along with solid backend expertise in Go (or a similar language) is essential, along with experience in microservices architecture, distributed systems, and cloud-native environments using Docker and Kubernetes. The ability to own features from concept to production, troubleshoot complex system behaviors, and continuously optimize performance and resiliency will be key to your success in this role. If you're passionate about building seamless full-stack experiences that power impactful prod Please mention the word **FEASIBLY** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-xsolla-senior-full-stack-engineer-xsolla-1131072
1131069,2026-04-12,Cyber Security Analyst,"Cyber Security Analyst. Trilogy Federal drives innovative solutions for complex business challenges across financial management, healthcare, and government industries. Our collaborative, client-first service approach, combined with our commitment to the rapid implementation of pragmatic solutions, has earned Trilogy an unparalleled reputation for delivering transformative results. Trilogy Federal is seeking a Cyber Security Analyst to support the T4NG Consolidated Corporate Support Services (CCSS) program for the Department of Veterans Affairs (VA). This position is responsible for implementing and maintaining the security posture of VA enterprise systems and data, ensuring robust compliance with federal and VA security requirements, and supporting the ongoing authorization and risk management of critical VA platforms as part of a multi-disciplinary, agile technology team. Position Description: The Cyber Security Analyst is responsible for supporting the security posture of VA information systems and environments. This role ensures compliance with Federal, VA, and industry information security policies and standards, conducts continuous vulnerability identification and remediation, and participates in both internal and external security assessments. The position requires routine engagement with technical and program stakeholders to maintain and improve security controls and documentation, elevate incident response, and support the ongoing Authorization to Operate (ATO) for supported systems and applications. The Analyst operates within an agile, DevSecOps-focused environment, requiring proactive risk identification and collaboration with cross-functional teams to ensure the security and integrity of VAâs technical ecosystem. \n Primary Responsibilities: Perform ongoing vulnerability scanning, penetration testing, code review, and remediation in line with NIST SP 800-53 and related standards. Develop, document, review, and maintain Assessment & Authorization (A&A) artifacts, including security plans, risk assessments, and Plan of Action and Milestones (POA&M), supporting ATO submissions and renewals. Respond to, analyze, and report on security events and incidents, including notification to stakeholders within strict timeframes. Remediate security vulnerabilities within specified periods according to severity. Ensure compliance with Federal, VA, FISMA, NIST, HIPAA, Privacy Act, and organizational security and privacy directives. Complete mandatory and additional annual privacy and security training as required. Coordinate with VA technical staff, ISSOs, and integration teams to ensure proper migration, deployment, and operational support for new or updated systems. Provide support for the implementation of security controls on operating systems, application code, network infrastructure, and endpoints. Participate in audits and assessments, and provide evidence of compliance as requested. Monitor, track, and report on key security KPIs including vulnerability remediation timeframes, incident resolution metrics, and system security posture. Proactively apply OS and application patches; validate and report the effect of third-party patches. Develop and maintain robust operational and incident response documentation, participate in after-action reviews, and contribute to lessons learned for continuous process improvement Minimum Requirements: Bachelor's degree in Cybersecurity, Computer Science, Information Technology, or a related discipline; equivalent practical experience may be considered. Minimum of 10 years of progressive experience in cyber security operations, risk assessment, vulnerability management, or information security compliance. Demonstrated knowledge of and experience with relevant federal cybersecurity standards. Experience conducting and reporting on vulnerability assessments, penetration testing, and security control testing. Familiarity with security tools including but not limited to Static Application Security Testing (SAST) tools (e.g., Micro Focus Fortify), penetration testing suites, SIEM/monitoring platforms. Experience supporting ATO and A&A processes, and maintaining compliance documentation in regulated environments. Understanding of DevSecOps practices and principles; collaborative experience with development, operations, and compliance teams. Ability to manage multiple applications. Ability to obtain a Public Trust Clearance. Preferred Qualifications: Familiarity with VAâs Governance, Risk and Compliance (GRC) tools and associated security workflows. Experience with security assurance for cloud platforms, including compliance with FedRAMP standards (AWS, Azure, etc.). Demonstrated expertise with application security, code quality assurance in large-scale and agile environments, and continuous delivery pipelines. Advanced knowledge of security and monitoring tools such as Jenkins, GitHub, SonarQube, AppDynamics, as well as experience with security architecture and incident response frameworks. Benefits (including but not limited to): Health, dental, and vision plans Optional FSA Paid parental leave Safe Harbor 401(k) with employer contributions 100% vested from day 1 Paid time off and 11 paid holidays No cost group term life/AD&D plan, and optional supplemental coverage Pet insurance Monthly phone and internet stipend Tuition and training reimbursement \n $103,000 - $118,000 a year This range is not a guarantee of compensation or salary, as Trilogy Federal conducts an individual equity review for every candidate based on experience, location, education, industry experience, and comparisons to internal pay bands. In addition to salary, Trilogy offers robust benefits including medical/dental/vision insurance coverage, 401(k) match, paid holidays, paid time off, tuition reimbursement, and a very supportive work/life balance. \n Trilogy Federal is an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. Please mention the word **AMAZING** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-cyber-security-analyst-trilogy-federal-1131069
1131067,2026-04-12,Senior FinCrime Support Analyst,"Senior FinCrime Support Analyst. About Apron Apron is focused on helping more small and medium businesses succeed. The biggest threat to small business is cash flow, often stemming from a gap between the demand payments put on owners and the aptitude to make the payments effectively. We are closing the gap by digitising and simplifying the payments process: capturing invoices, issuing expense cards, paying and getting paid, all in one place. We have grown fast over the past few years, expanding our team to circa 100 individuals across the UK, Germany, Spain and more. We are backed by Index Ventures, Bessemer Venture Partners, Zinal Grow and Tony Fadell and weâve raised $50m. Who Weâre Looking For Are you passionate about fighting financial crime and protecting customers? Do you enjoy deep investigative work, solving complex problems, and improving processes in a fast-moving fintech environment? We are looking for a Senior FinCrime Support Analyst who brings strong AML, fraud, and KYB expertise, thrives in a high-growth setting, and is excited to take ownership of complex cases while helping shape and scale our FinCrime operations. What Youâll Be Doing As a Senior FinCrime Support Analyst, youâll play a key role in protecting Apron and its customers from financial crime, while helping scale and improve our operations: Review and investigate transaction monitoring alerts, identifying suspicious activity and preparing high-quality UARs, with support for SAR submissions where needed. Lead end-to-end fraud investigations (including payment fraud, account takeover, and social engineering), building clear, evidence-based case narratives. Conduct and review KYB onboarding checks, including UBO identification, company structure analysis, and enhanced due diligence for complex cases. Manage offboarding decisions in line with internal policies and regulatory requirements. Act as an escalation point for complex or high-risk FinCrime and fraud cases requiring senior judgement. Analyse trends and contribute to improving transaction monitoring rules, reducing false positives while maintaining strong detection. Work closely with Support, Product, and Compliance teams to ensure fast, effective handling of cases and continuous improvement of processes. Support audits, reporting, and documentation, ensuring high-quality and audit-ready records. Mentor junior team members and contribute to building scalable processes, SOPs, and team knowledge. What Youâll Need Experience 2â5 years in FinCrime, AML, Fraud, or similar role (fintech/payments preferred). Hands-on experience with transaction monitoring, fraud investigations, and KYB. Experience preparing UARs/SARs. Skills & Knowledge Good understanding of AML regulations and sanctions frameworks (UK preferred). Strong analytical and investigative skills with attention to detail. Ability to make sound decisions in a fast-paced environment. Clear communication skills and ability to explain complex topics simply. Comfortable working cross-functionally and mentoring others. What We Offer Fully remote work with flexibility to adapt to your schedule. Potential for an office-based environment in Krakow in the future. Comprehensive onboarding and training to ensure your success. Competitive compensation and growth opportunities. A supportive, inclusive, and dynamic team environment. Please mention the word **IMPROVED** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-fincrime-support-analyst-apron-1131067
1131066,2026-04-12,Staff Software Engineer Full Stack,"Staff Software Engineer Full Stack. Ternary is seeking a Staff Software Engineer, Full Stack, to join our team. Enterprises rely on Ternary to gain visibility, control, and optimization across their technology investments. As organizations scale their cloud, SaaS, and AI spending, Ternary provides the intelligence platform that helps finance and engineering leaders govern and maximize the value of their technology estate. About us: We move fast, hold a high bar, and care deeply about the problems our customers are trying to solve. Our team brings together engineers, financial analysts, and operators who've built at scale before â and we're doing it again with more ambition. We value directness, ownership, and the kind of judgment that knows when to go fast and when to slow down and get it right. If you want to shape both the product and the culture of a company at an inflection point â where the decisions you make now will define how we scale â this is the right place. Our Stack: We build on React, TypeScript, Node.js, Go, BigQuery, and PostgreSQL. Familiarity with some of these is helpful context. We don't expect expertise in all of them, but knowing the landscape will help you hit the ground running. You: 10+ years of delivering scalable web applications and platform services across early-stage and enterprise companies, with expertise in designing and implementing data and analytics platforms, including BigQuery, large-scale data warehousing, and pipelines that support analytics and product insights. Experience building backend services in Golang. Passionate about learning new knowledge and skills, skilled at quickly ramping up in new areas. Bias for action â address ambiguity and hard conversations directly, and actively promote these traits across the engineering organization. Experience interacting with customers and business leads. Excellent critical thinking and communication skills. Regularly consider business lenses and tradeoffs, even for deeply technical engineering problems. Responsibilities: As a Staff Engineer, you will be a technical anchor on our core platform â driving architectural decisions that determine how we scale to serve enterprise finance and engineering buyers. Lead critical and large-scale complex projects, providing both hands-on technical expertise and end-to-end project execution. Contribute across the stack, with core focus on API design, BigQuery and modern data warehousing, and React/TypeScript front-end development â with working familiarity across relational and non-relational databases, authentication, CI/CD, and customer-facing features. Drive and own end-to-end delivery of features, including planning, design, implementation, deployment, monitoring, adoption, and performance in production. Make informed tradeoffs between tactical and strategic technical approaches, balancing long-term scalability with immediate business needs. Own the architecture and quality bar of the platform, with primary accountability for the web application layer. Uphold a high bar by participating in technical discussions, providing feedback on specs, and making recommendations while uplifting and mentoring junior team members. Comp and benefits: Company-sponsored travel to interact with colleagues several times a year. We provide generous health benefits, 401(k) plan, and a WFH budget for you to set up your home office (not available for contract or short term roles such as internships). Equity compensation so that all employees can participate in Ternary's success (not available for contract or short term roles such as internships). The team culture is the best of what you would expect to see at a startup combined with a level of maturity you would see at a much larger company. At Ternary, we value diversity. We are an equal opportunity employer: we do not discriminate on the basis of racial orientation, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Ternary is a remote-first company. Please mention the word **AMICABLY** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-staff-software-engineer-full-stack-ternary-1131066
1131063,2026-04-12,Power Systems Engineer,"Power Systems Engineer. Join us on the journey to get to net zero At Carbon Direct, we dedicate our scientific, software, and business expertise to empower organizations around the world to take climate action. Our Mission Enable organizations to reduce, remove, and utilize their emissions with carbon science We are a purpose-driven carbon management firm dedicated to helping organizations around the world reach their climate goals. We make carbon science accessible and actionable with our end-to-end platform. Global citizens with global impact Whether a scientist, developer, or carbon markets expert, we are united by our mission to take climate action now. We are experts in our fields and we act with confidence. Located across 4 countries and in states all across the U.S., we offer both remote-friendly work options and dynamic, in-person experiences with offices located in Seattle, WA, Oakland, CA, and NYC. Diverse backgrounds bring diverse perspectives We recognize that teams with diverse backgrounds and different experiences are powerful. Bringing together a variety of perspectives only enhances how we can effectively address the climate crisis. Together, we are creating an environment where everyone is celebrated and anyone can succeed. The Role Overview We are seeking an Electrical Engineer to join Please mention the word **FRAGRANT** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-power-systems-engineer-carbon-direct-1131063
1131059,2026-04-12,Senior UX Researcher & Analyst,"Senior UX Researcher & Analyst. THE OPPORTUNITY Casechek is on a mission to innovate the implant supply chain and bring greater transparency to the cost of patient care. From procurement to payment, Casechek automates workflows for vendor supported surgical procedures. Our emergent Bill Only solution provides a comprehensive system of record for Hospitals and Health Systems to manage the complexity of surgical cases with implantable medical devices, expose hidden expenses and surface revenue opportunities. In this role, you will own the research and analysis work that sits at the center of Casechek's product decisions. As a Senior UX Researcher & Analyst , you will own the entire design function at Casechek. You will lead the full arc from research through to handoff-ready designs: conducting user research, synthesizing what it means, forming a prioritized recommendation, and producing the wireframes, prototypes, and design specs that Engineering builds from. Research and analysis are what differentiate this role from a traditional designerâwe expect you to bring a point of view, not just execute directionâbut the design output is real, it matters, and it is yours to own. You will be expected to leverage AI throughout your entire workflow to operate effectively as a team of one. Your day-to-day work will require intellectual curiosity, strong analytical thinking, and the ability to move from ambiguous questions to structured recommendations. You should be comfortable operating without heavy direction, adept at working with AI tools to accelerate your output, and confident enough in your point of view to present and defend it in a room with Product, Engineering, and leadership. Casechek is a small, highly collaborative team. You will be the only designer hereâresponsible for both the research that informs decisions and the design work that ships. That means significant autonomy, direct access to customers and stakeholders, and real ownership over the product experience. If y Please mention the word **READILY** and tag RMTk0LjYxLjEyMC4xMTA= when applying to show you read the job post completely (#RMTk0LjYxLjEyMC4xMTA=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-ux-researcher-analyst-casechek-1131059
